预测结果,预测概率
通过,0.5514837987253446
通过,0.5514837987253446
通过,0.5217726820568689
通过,0.5217726820568689
不通过,0.4401115074513326
通过,0.5514837987253446
通过,0.5514837987253446
不通过,0.4401115074513326
不通过,0.4401115074513326
不通过,0.4401115074513326
不通过,0.4401115074513326
不通过,0.4401115074513326
通过,0.5514837987253446
