预测结果,预测概率
通过,0.5124665072949602
通过,0.5124665072949602
通过,0.5124665072949602
通过,0.5124665072949602
不通过,0.4822116140026627
通过,0.5124665072949602
通过,0.5124665072949602
不通过,0.4822116140026627
不通过,0.4822116140026627
不通过,0.4822116140026627
不通过,0.4822116140026627
不通过,0.4822116140026627
通过,0.5124665072949602
