预测结果,预测概率
通过,0.6413783960746238
通过,0.6450496422690446
通过,0.6036383900306753
通过,0.6074595291970687
不通过,0.32762093081317395
通过,0.6413783960746238
通过,0.6413783960746238
不通过,0.32762093081317395
不通过,0.32762093081317395
不通过,0.32762093081317395
不通过,0.32762093081317395
不通过,0.32762093081317395
通过,0.6314182676996674
